*******************************************************************************
Ephemeris / WWW_USER Tue Jan 27 23:41:34 2009  Pasadena, USA     / Horizons    
*******************************************************************************
Target body name: Jupiter (599)                   {source: JUP230}
Center body name: Earth (399)                     {source: DE405}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1925-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2049-Dec-31 00:00:00.0000 UT      
Step-size       : 4320 minutes
*******************************************************************************
Target pole/equ : IAU_JUPITER                     {East-longitude -}
Target radii    : 71492.0 x 71492.0 x 66854.0 km  {Equator, meridian, pole}    
Center geodetic : .000000000,.000000000,.00000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: .000000000,.000000000,.00000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude +}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun                             {source: DE405+DE406}
Interfering body: MOON (Req= 1737.400) km         {source: DE405}
Deflecting body : Sun, EARTH                      {source: DE405}
Deflecting GMs  : 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
EOP file        : eop.090127.p090420                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2009-JAN-27. PREDICTS-> 2009-APR-19
Units conversion: 1 AU= 149597870.691 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar Elongation (  0.0,180.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Date_________JDUT, , ,           delta,     deldot,    ObsEcLon,   ObsEcLat,
****************************************************************************
$$SOE
2443408.500000000, , ,5.10195325460703,-26.3947749,  94.4652417, -0.3826083,
2443411.500000000, , ,5.05613466961718,-26.4860562,  94.7516560, -0.3804658,
2443414.500000000, , ,5.01020111144060,-26.5254375,  95.0133662, -0.3782968,
2443417.500000000, , ,4.96425120009943,-26.5079493,  95.2497136, -0.3760811,
2443420.500000000, , ,4.91838076664896,-26.4313571,  95.4599722, -0.3738028,
2443423.500000000, , ,4.87269705903540,-26.2895596,  95.6432680, -0.3714461,
2443426.500000000, , ,4.82731441877852,-26.0846912,  95.7988220, -0.3690005,
2443429.500000000, , ,4.78235235856699,-25.8029583,  95.9258979, -0.3664602,
2443432.500000000, , ,4.73794461366718,-25.4449193,  96.0240592, -0.3638231,
2443435.500000000, , ,4.69422014544943,-25.0144287,  96.0929123, -0.3610904,
2443438.500000000, , ,4.65130919326969,-24.5089368,  96.1320336, -0.3582526,
2443441.500000000, , ,4.60932973468521,-23.9367173,  96.1412851, -0.3552959,
2443444.500000000, , ,4.56840073327255,-23.2945662,  96.1205794, -0.3521993,
2443447.500000000, , ,4.52864687721650,-22.5827697,  96.0698937, -0.3489411,
2443450.500000000, , ,4.49019162217479,-21.7933470,  95.9891380, -0.3455049,
2443453.500000000, , ,4.45317081013518,-20.9274469,  95.8783871, -0.3418759,
2443456.500000000, , ,4.41771663310910,-19.9853287,  95.7379770, -0.3380492,
2443459.500000000, , ,4.38396900195090,-18.9578754,  95.5685085, -0.3340235,
2443462.500000000, , ,4.35206367183460,-17.8574680,  95.3708929, -0.3298035,
2443465.500000000, , ,4.32212621192612,-16.6873167,  95.1460177, -0.3253856,
2443468.500000000, , ,4.29427442787728,-15.4538150,  94.8951543, -0.3207562,
2443471.500000000, , ,4.26860948414983,-14.1608026,  94.6197999, -0.3159016,
2443474.500000000, , ,4.24523557638964,-12.8112714,  94.3215120, -0.3108059,
2443477.500000000, , ,4.22424683040454,-11.4087283,  94.0019387, -0.3054619,
2443480.500000000, , ,4.20573726695906, -9.9478717,  93.6627776, -0.2998660,
2443483.500000000, , ,4.18979872058988, -8.4407214,  93.3061070, -0.2940228,
2443486.500000000, , ,4.17651419286665, -6.8857874,  92.9342470, -0.2879450,
2443489.500000000, , ,4.16596243684968, -5.2901132,  92.5498038, -0.2816491,
2443492.500000000, , ,4.15819564813500, -3.6707364,  92.1553946, -0.2751523,
2443495.500000000, , ,4.15325189648202, -2.0352315,  91.7537456, -0.2684572,
2443498.500000000, , ,4.15114875191836, -0.3929753,  91.3478085, -0.2615655,
2443501.500000000, , ,4.15189378917160,  1.2547505,  90.9403606, -0.2544795,
2443504.500000000, , ,4.15548917711582,  2.8949044,  90.5341635, -0.2472066,
2443507.500000000, , ,4.16192137130528,  4.5279883,  90.1318348, -0.2397630,
2443510.500000000, , ,4.17117515705042,  6.1503443,  89.7360358, -0.2321688,
2443513.500000000, , ,4.18322015470085,  7.7503922,  89.3495521, -0.2244536,
2443516.500000000, , ,4.19802143296201,  9.3282439,  88.9750741, -0.2166463,
2443519.500000000, , ,4.21552453484930, 10.8676497,  88.6151818, -0.2087744,
2443522.500000000, , ,4.23565126099569, 12.3582923,  88.2722275, -0.2008546,
2443525.500000000, , ,4.25831343746428, 13.7904807,  87.9485660, -0.1928938,
